,Name,League,Age,Height(cm),Weight(kg),OVR,Potential,Value,Wage,Minutes Played,Appearances,Saves,Saves Inside the Box,Penalties Save,Clean Sheets,League Rating,International Reputation,Acceleration,Sprint Speed,Agility,Reactions,Balance,Jumping,Stamina,Strength,Aggression,Interceptions,Vision,Penalties,Composure,Diving,Handling,Kicking,Positioning,Reflexes,Link
1139,Egil Selvik,2. Division - Group 1,23,187,75,63,71,925000.0,650.0,900,11,0,0,0,1,,1,18,18,35,51,34,42,22,45,24,7,26,19,33,64,63,59,63,64,https://sofifa.com/player/247611/egil-selvik/220039/
1140,Jacob Widell Zetterstrom,2. Division - Group 1,22,197,82,63,72,925000.0,1000.0,900,11,0,0,0,1,,1,16,27,19,50,26,33,17,60,18,13,25,12,36,66,62,65,61,63,https://sofifa.com/player/247022/jacob-widell-zetterstrom/220039/
1141,Tsuyoshi Kodama,J-League,33,183,83,63,63,160000.0,2000.0,90,1,0,0,0,0,,1,20,30,48,57,25,55,30,30,29,8,48,18,39,64,60,64,66,61,https://sofifa.com/player/246725/tsuyoshi-kodama/220039/
1142,Vasilios Xenopoulos,Super League,23,185,84,63,70,825000.0,500.0,90,1,0,0,0,0,,1,25,33,45,55,45,61,45,68,17,10,51,19,48,66,58,55,62,66,https://sofifa.com/player/237081/vasilios-xenopoulos/220039/
1143,Marius Funk,2. Bundesliga,25,187,88,63,67,525000.0,4000.0,90,1,2,0,0,1,7.0,1,39,38,37,60,40,59,28,61,27,14,28,19,31,64,61,62,60,64,https://sofifa.com/player/234858/marius-funk/220039/
1144,Andrew Tarbell,Major League Soccer,27,191,88,63,65,450000.0,1000.0,90,1,2,2,0,0,5.0,1,27,31,25,46,29,51,26,57,22,12,29,19,36,63,63,69,62,69,https://sofifa.com/player/232082/andrew-tarbell/220039/
1145,Raphael Sallinger,Admiral Bundesliga,25,196,84,63,66,500000.0,1000.0,90,1,2,2,0,1,7.0,1,46,40,39,57,57,56,44,79,20,19,11,23,31,67,60,64,60,64,https://sofifa.com/player/228562/raphael-sallinger/220039/
1146,Erten Ersu,Super Lig,27,195,92,63,65,450000.0,3000.0,90,1,3,2,0,1,7.0,1,39,34,23,57,23,58,26,68,22,20,41,11,48,63,61,60,63,66,https://sofifa.com/player/223041/erten-ersu/220039/
1147,Serigne Mor Mbaye,Obos-Ligaen,25,190,80,63,68,550000.0,750.0,810,9,0,0,0,2,,1,23,30,31,57,26,30,16,63,16,11,32,18,28,64,63,66,58,64,https://sofifa.com/player/234050/serigne-mor-mbaye/220039/
1148,Sander Luan Asevedo Cirino,Obos-Ligaen,25,187,80,63,63,400000.0,2000.0,810,9,0,0,0,2,,1,41,48,39,71,40,50,45,76,46,10,59,18,58,68,59,47,60,58,https://sofifa.com/player/234000/sander-luan-asevedo-cirino/220039/
1149,Rongze Han,Super League,28,190,80,63,64,375000.0,3000.0,720,15,17,5,0,2,6.0,1,39,43,42,57,56,61,33,43,29,19,58,19,26,63,61,64,64,64,https://sofifa.com/player/221845/rongze-han/220039/
1150,Joel Pinto,Primera Division,41,183,75,63,63,50000.0,500.0,720,8,18,7,0,2,6.0,1,52,49,58,60,46,83,33,74,24,23,34,13,28,62,65,61,60,63,https://sofifa.com/player/253638/joel-pinto/220039/
1151,Dinu Moldovan,Liga 1,31,183,72,63,63,250000.0,1000.0,644,8,0,0,0,4,,1,36,37,32,53,38,61,36,48,28,17,43,23,33,64,63,60,62,64,https://sofifa.com/player/199730/dinu-moldovan/220039/
1152,Yuma Obata,J-League,19,183,79,63,76,1000000.0,500.0,630,7,0,0,0,1,,1,45,43,56,63,54,73,27,68,27,15,39,12,30,65,63,59,52,70,https://sofifa.com/player/255079/yuma-obata/220039/
1153,Thomas Hasal,Major League Soccer,21,191,77,63,71,925000.0,900.0,630,7,20,17,0,1,6.0,1,27,26,23,63,35,53,23,63,18,13,30,13,23,63,61,52,62,65,https://sofifa.com/player/248216/thomas-hasal/220039/
1154,Humberto Acevedo,Lpf,24,184,78,63,69,625000.0,500.0,630,7,0,0,0,3,,1,27,16,26,50,42,62,21,51,22,7,32,23,34,62,65,64,62,65,https://sofifa.com/player/237171/humberto-acevedo/220039/
1155,Mohammed Al Rubaie,Pro League,23,191,77,63,71,925000.0,5000.0,614,7,0,0,0,4,,1,36,40,38,59,53,64,35,63,31,24,53,22,46,67,56,59,63,66,https://sofifa.com/player/245276/mohammed-al-rubaie/220039/
1156,Waleed Abdullah,Pro League,35,196,86,63,63,50000.0,4000.0,540,6,0,0,0,2,,1,37,34,43,64,30,45,38,71,30,22,57,12,45,62,63,67,61,60,https://sofifa.com/player/191848/waleed-abdullah/220039/
1157,Guillaume Faivre,Super League,34,188,83,63,63,80000.0,3000.0,457,6,12,8,1,1,6.0,1,31,38,31,50,40,34,30,52,24,11,12,17,46,64,64,59,65,62,https://sofifa.com/player/170785/guillaume-faivre/220039/
1158,Arturo Camura,Super League,29,188,86,63,63,325000.0,500.0,457,6,12,8,1,1,6.0,1,37,41,44,60,49,60,31,72,44,10,60,26,58,63,62,63,62,63,https://sofifa.com/player/160181/arturo-camura/220039/
1159,Ruberth Redoga,Super League,29,192,85,63,63,325000.0,500.0,457,6,12,8,1,1,6.0,1,12,16,24,52,33,32,17,55,17,14,35,35,33,56,72,62,63,63,https://sofifa.com/player/160020/ruberth-redoga/220039/
1160,Adrian Corveto,Super League,29,193,88,63,63,325000.0,500.0,457,6,12,8,1,1,6.0,1,17,18,44,61,22,41,15,60,36,12,37,34,42,61,62,63,61,63,https://sofifa.com/player/160017/adrian-corveto/220039/
1161,Richard Aldarez,Super League,29,191,90,63,63,325000.0,500.0,457,6,12,8,1,1,6.0,1,50,36,69,57,45,62,34,72,43,14,47,41,54,63,56,62,68,65,https://sofifa.com/player/160011/richard-aldarez/220039/
1162,Daynor Zumarraga,Super League,37,180,75,63,63,50000.0,500.0,457,6,12,8,1,1,6.0,1,60,48,52,65,55,41,39,52,33,23,52,42,50,68,43,64,64,72,https://sofifa.com/player/159909/daynor-zumarraga/220039/
1163,Daniel Bielica,Ekstraklasa,22,191,80,63,68,600000.0,1000.0,450,5,0,0,0,1,,1,42,33,32,58,33,58,26,54,25,11,46,12,46,61,61,58,61,66,https://sofifa.com/player/244256/daniel-bielica/220039/
1164,Damian Weglarz,Ekstraklasa,25,189,81,63,67,525000.0,1000.0,450,5,0,0,0,0,,1,30,35,32,58,32,31,22,45,22,13,42,21,22,62,63,61,60,65,https://sofifa.com/player/219705/damian-weglarz/220039/
1165,Francois Joseph Sollacaro,Ligue 2,27,181,75,63,66,475000.0,1000.0,416,5,10,6,0,3,7.0,1,42,46,37,55,59,64,28,47,11,13,22,14,51,64,61,61,62,64,https://sofifa.com/player/223011/francois-joseph-sollacaro/220039/
1166,Joel Dixon,League Two,27,193,72,63,66,475000.0,2000.0,4140,46,120,74,0,9,6.0,1,25,35,23,59,30,40,30,50,20,14,50,25,55,62,61,62,63,63,https://sofifa.com/player/216264/joel-dixon/220039/
1167,Lawrence Vigouroux,League Two,27,194,77,63,64,400000.0,3000.0,4140,46,120,83,4,18,6.0,1,48,42,56,60,40,48,36,63,24,14,24,22,43,63,60,61,62,62,https://sofifa.com/player/213413/lawrence-vigouroux/220039/
1168,Bae Jong Park,League Two,31,185,78,63,63,250000.0,950.0,4140,46,120,83,4,18,6.0,1,56,50,37,56,56,54,33,62,16,24,54,24,56,63,64,57,60,64,https://sofifa.com/player/213283/bae-jong-park/220039/
1169,Lucas Dias,Ligue 2,22,185,80,63,72,925000.0,1000.0,404,5,15,7,0,0,6.0,1,27,30,36,55,49,64,27,43,20,12,34,11,37,64,63,59,61,63,https://sofifa.com/player/236867/lucas-dias/220039/
1170,Glenn Morris,League Two,37,183,70,63,63,50000.0,1000.0,4015,45,154,88,1,15,7.0,1,32,34,56,59,55,67,30,63,30,17,41,29,56,64,62,61,62,64,https://sofifa.com/player/19541/glenn-morris/220039/
1171,Paul Farman,League Two,31,186,81,63,63,250000.0,2000.0,3780,42,67,41,2,15,6.0,1,43,42,30,62,60,58,37,58,22,17,50,26,43,64,60,63,60,66,https://sofifa.com/player/212175/paul-farman/220039/
1172,Dean Bouzanis,National League,30,185,84,63,63,325000.0,2000.0,3780,42,0,0,0,18,,1,58,61,58,59,46,65,39,70,45,25,48,40,51,63,60,64,62,62,https://sofifa.com/player/181468/dean-bouzanis/220039/
1173,William Popp,J2-League,26,192,86,63,65,450000.0,850.0,3600,40,0,0,0,10,,1,33,35,50,62,25,50,20,64,31,8,43,13,53,61,60,67,63,61,https://sofifa.com/player/237414/william-popp/220039/
1174,Benjamin Ozegovic,Admiral Bundesliga,21,184,81,63,70,825000.0,1000.0,360,4,17,16,0,0,6.0,1,36,33,28,53,44,61,27,48,18,20,28,19,27,63,60,58,63,66,https://sofifa.com/player/235421/benjamin-ozegovic/220039/
1175,Lu Zhang,Super League,33,192,84,63,63,160000.0,2000.0,360,4,5,1,0,2,6.0,1,62,45,56,60,23,56,37,65,30,13,45,19,63,61,59,70,59,70,https://sofifa.com/player/182422/lu-zhang/220039/
1176,Wenyi Chi,Super League,33,183,76,63,63,160000.0,2000.0,360,5,9,6,0,0,6.0,1,15,27,30,61,46,62,25,53,22,10,25,19,56,63,60,61,63,64,https://sofifa.com/player/231993/wenyi-chi/220039/
1177,James Belshaw,League Two,30,191,80,63,63,325000.0,2000.0,3420,38,86,55,1,11,6.0,1,53,48,39,48,26,31,20,64,27,7,62,14,28,65,61,58,65,64,https://sofifa.com/player/257862/james-belshaw/220039/
1178,Naoto Kamifukumoto,J2-League,31,182,76,63,63,250000.0,850.0,3265,37,0,0,0,16,,1,63,65,64,58,41,63,30,43,24,20,65,18,41,60,59,69,63,67,https://sofifa.com/player/260197/naoto-kamifukumoto/220039/
1179,Mateo Matic,Challenge League,25,185,78,63,68,550000.0,2000.0,3240,36,0,0,0,9,,1,30,19,34,46,46,64,29,53,22,10,38,13,42,66,64,62,64,64,https://sofifa.com/player/232518/mateo-matic/220039/
1180,Robin Bruseke,3. Liga,27,186,71,63,64,400000.0,500.0,3150,35,0,0,0,6,,1,44,45,36,62,47,70,26,53,24,14,35,14,45,64,59,61,62,65,https://sofifa.com/player/256276/robin-bruseke/220039/
1181,Will Jaaskelainen,League One,22,183,73,63,72,925000.0,1000.0,2790,31,96,61,3,8,7.0,1,35,38,49,57,45,61,29,55,22,12,40,20,41,64,62,63,62,64,https://sofifa.com/player/230000/will-jaaskelainen/220039/
1182,Filip Jorgensen,Primera Division RFEF: Group 2,19,189,77,63,79,1100000.0,2000.0,270,3,0,0,0,1,,1,36,36,48,35,34,59,30,59,20,9,36,8,27,63,69,68,63,65,https://sofifa.com/player/258485/filip-jorgensen/220039/
1183,Jonathan Klinsmann,Major League Soccer,24,194,84,63,69,625000.0,1000.0,270,3,8,5,0,1,7.0,1,29,29,35,51,39,49,45,59,25,14,29,13,28,63,62,64,63,65,https://sofifa.com/player/239742/jonathan-klinsmann/220039/
1184,Ahmed Al Kassar,Pro League,30,177,72,63,63,325000.0,3000.0,270,3,0,0,0,1,,1,40,41,36,58,62,67,35,56,16,20,46,19,48,63,61,55,62,67,https://sofifa.com/player/209027/ahmed-al-kassar/220039/
1185,Tomasz Loska,1. Liga,25,189,85,63,67,525000.0,1000.0,2566,29,0,0,0,15,,1,36,38,35,57,48,70,23,62,17,22,38,27,52,65,60,58,60,68,https://sofifa.com/player/224761/tomasz-loska/220039/
1186,Daniel Margush,A-League,23,187,80,63,68,575000.0,1000.0,2340,26,87,52,1,6,6.0,1,30,30,32,53,32,60,28,63,25,15,42,12,49,61,63,61,63,64,https://sofifa.com/player/231914/daniel-margush/220039/
1187,Adrian Lis,Ekstraklasa,29,192,78,63,64,375000.0,800.0,2250,25,0,0,0,10,,1,44,38,37,56,37,55,35,72,33,12,55,18,44,65,61,57,62,66,https://sofifa.com/player/257640/adrian-lis/220039/
1188,Gustavo Salvatierra,Liga De Futbol Prof,29,185,73,63,63,325000.0,500.0,2250,25,0,0,0,3,,1,43,36,38,61,57,61,31,56,27,17,52,11,51,60,65,60,63,62,https://sofifa.com/player/254194/gustavo-salvatierra/220039/
1189,Jan Olschowsky,Regionalliga: West,19,183,80,63,75,1000000.0,2000.0,2160,24,0,0,0,4,,1,22,17,30,50,44,78,16,42,23,11,45,15,38,64,63,64,65,64,https://sofifa.com/player/257273/jan-olschowsky/220039/
1190,Lucas Lund,Regionalliga: West,21,195,81,63,72,925000.0,1000.0,2160,24,0,0,0,4,,1,37,33,34,50,37,48,30,62,25,15,48,15,48,65,62,62,62,64,https://sofifa.com/player/256742/lucas-lund/220039/
1191,Amrinder Singh,Indian Super League,28,186,80,63,66,450000.0,700.0,2070,23,59,33,0,10,7.0,1,44,43,30,64,53,54,30,67,21,19,36,30,57,63,58,53,64,62,https://sofifa.com/player/223760/amrinder-singh/220039/
1192,Yuji Rokutan,J-League,34,188,80,63,63,80000.0,850.0,1992,23,0,0,0,5,,1,31,34,39,64,31,64,27,56,22,9,56,16,38,62,60,58,66,62,https://sofifa.com/player/232447/yuji-rokutan/220039/
1193,Zaid Al Bawardi,Pro League,24,187,80,63,69,625000.0,4000.0,1980,22,0,0,0,5,,1,28,27,27,52,26,42,24,56,24,17,48,14,25,67,62,65,62,63,https://sofifa.com/player/235545/zaid-al-bawardi/220039/
1194,Noah Atubolu,Junioren Bundesliga,19,190,96,63,76,1000000.0,2000.0,180,2,0,0,0,1,,1,35,36,32,55,31,60,29,61,26,13,34,14,31,65,62,61,59,66,https://sofifa.com/player/262659/noah-atubolu/220039/
1195,Javier Izquierdo Cuervo,Segunda B - Playoffs,20,181,76,63,76,1000000.0,1000.0,180,2,0,0,0,0,,1,53,45,51,52,52,63,25,53,18,15,33,21,36,67,60,57,62,64,https://sofifa.com/player/258767/javier-izquierdo-cuervo/220039/
1196,Armin Gremsl,Admiral Bundesliga,26,190,85,63,66,475000.0,2000.0,180,2,3,1,0,1,6.0,1,41,46,34,63,36,62,30,78,29,21,49,17,47,63,60,61,60,65,https://sofifa.com/player/257618/armin-gremsl/220039/
1197,Zafer Gorgen,Super Lig,21,188,79,63,73,925000.0,1000.0,180,2,2,2,0,1,6.0,1,22,28,34,45,33,48,28,63,24,7,39,11,37,66,60,60,64,69,https://sofifa.com/player/254297/zafer-gorgen/220039/
1198,Victor Rimniceanu,Liga 1 - Play-offs,31,185,85,63,63,250000.0,1000.0,180,2,0,0,0,1,,1,40,41,45,62,49,60,32,44,18,8,41,18,28,61,62,66,62,62,https://sofifa.com/player/248024/victor-rimniceanu/220039/
1199,Jan Hoekstra,Eredivisie Playoffs,22,190,75,63,71,925000.0,1000.0,180,2,9,7,0,0,6.0,1,25,22,37,60,23,30,24,46,27,12,38,18,41,63,62,56,64,63,https://sofifa.com/player/240681/jan-hoekstra/220039/
1200,Benjamin Bertrand,Ligue 2,29,183,78,63,64,375000.0,1000.0,180,2,7,4,0,0,6.0,1,43,48,34,55,60,53,27,58,22,24,17,23,30,68,61,54,59,65,https://sofifa.com/player/205441/benjamin-bertrand/220039/
1201,Stephen Henderson,Premier League 2 Divison Two,33,193,87,63,63,160000.0,2000.0,180,2,0,0,0,0,,1,46,34,47,59,41,62,34,62,33,16,45,18,42,64,62,64,63,62,https://sofifa.com/player/155886/stephen-henderson/220039/
1202,Mihai Esanu,Liga 1,22,188,75,63,70,825000.0,850.0,1754,20,0,0,0,6,,1,32,20,28,60,50,60,28,52,33,9,42,15,36,64,58,53,60,68,https://sofifa.com/player/258420/mihai-esanu/220039/
1203,Diant Ramaj,Junioren Bundesliga,19,189,81,63,79,1100000.0,2000.0,1710,19,0,0,0,2,,1,23,25,27,45,38,45,26,63,22,12,32,17,30,66,63,67,63,65,https://sofifa.com/player/248478/diant-ramaj/220039/
1204,Takuto Hayashi,J-League,38,188,83,63,63,50000.0,1000.0,1620,19,0,0,0,5,,1,25,31,38,58,39,54,22,60,24,10,44,17,26,60,65,60,65,59,https://sofifa.com/player/232505/takuto-hayashi/220039/
1205,Jo Coppens,3. Liga,30,190,85,63,63,325000.0,1000.0,1530,17,0,0,0,2,,1,43,42,38,57,47,63,33,62,24,15,29,36,25,65,60,58,59,67,https://sofifa.com/player/184148/jo-coppens/220039/
1206,Hyun Yoo,K League 2,36,184,82,63,63,50000.0,650.0,1521,17,0,0,0,4,,1,54,57,56,57,59,54,30,30,35,12,63,26,45,66,56,68,67,59,https://sofifa.com/player/191827/hyun-yoo/220039/
1207,Kevin Kunz,2. Bundesliga,29,190,89,63,64,375000.0,2000.0,152,2,2,0,0,0,5.0,1,22,37,36,61,30,59,40,78,18,8,39,11,38,65,62,51,64,60,https://sofifa.com/player/238699/kevin-kunz/220039/
1208,Jan Christoph Bartels,3. Liga,22,188,80,63,70,825000.0,650.0,1440,16,0,0,0,3,,1,29,18,22,45,32,42,17,58,28,11,22,11,37,65,65,61,63,64,https://sofifa.com/player/245176/jan-christoph-bartels/220039/
1209,Bum Soo Lee,K-League 1,30,190,84,63,63,325000.0,2000.0,1440,16,0,0,0,2,,1,63,57,44,61,43,44,23,64,13,17,67,26,61,64,61,60,61,63,https://sofifa.com/player/204725/bum-soo-lee/220039/
1210,Robby Mccrorie,Premiership,23,189,80,63,71,925000.0,6000.0,1425,16,33,23,0,2,6.0,1,34,30,31,52,57,55,33,61,35,9,38,20,38,62,63,63,62,64,https://sofifa.com/player/234228/robby-mccrorie/220039/
1211,Nick Shinton,First Division B,20,194,78,63,74,900000.0,2000.0,1281,15,0,0,0,2,,1,33,18,28,54,29,33,26,62,22,10,33,12,33,67,62,59,56,68,https://sofifa.com/player/250754/nick-shinton/220039/
1212,Joao Paulo Santos Da Costa,Segunda B - Group 4,25,185,80,63,68,550000.0,3000.0,1260,14,0,0,0,4,,1,18,35,34,62,48,59,23,58,19,13,29,16,36,61,62,56,62,63,https://sofifa.com/player/231474/joao-paulo-santos-da-costa/220039/
1213,Carlos Adilson Travisso Rocha,Segunda B - Group 4,25,180,75,63,63,400000.0,3000.0,1260,14,0,0,0,4,,1,60,48,52,65,55,41,40,52,33,24,52,18,52,68,43,64,64,72,https://sofifa.com/player/230171/carlos-adilson-travisso-rocha/220039/
1214,Abdulsamed Damlu,Super Lig,21,191,86,63,71,925000.0,1000.0,1170,13,42,19,1,3,7.0,1,27,20,31,59,47,59,21,47,26,13,21,19,31,64,62,59,59,63,https://sofifa.com/player/239477/abdulsamed-damlu/220039/
1215,Simon Eastwood,League One,32,188,90,63,63,240000.0,2000.0,1170,13,25,15,0,0,6.0,1,48,52,62,61,44,64,40,68,41,27,31,23,46,63,61,61,63,64,https://sofifa.com/player/173895/simon-eastwood/220039/
1216,Antonio Valera Salmoral,Segunda B - Playoffs,24,187,80,63,69,625000.0,2000.0,1151,14,0,0,0,0,,1,39,40,60,57,38,50,22,59,32,10,55,14,34,63,61,59,67,61,https://sofifa.com/player/239651/antonio-valera-salmoral/220039/
1217,Tae Hee Lee,K-League 1,26,188,87,63,68,550000.0,950.0,1080,12,0,0,0,6,,1,42,46,33,59,50,53,31,67,25,22,35,30,59,62,61,59,62,64,https://sofifa.com/player/222600/tae-hee-lee/220039/
1218,Luis Federico Lopez Andugar,La Liga,20,190,76,63,76,1000000.0,11000.0,0,0,0,0,0,0,,1,31,29,33,60,21,55,18,49,23,12,35,13,30,66,62,58,58,63,https://sofifa.com/player/264170/luis-federico-lopez-andugar/220039/
1219,Alex Paulsen,La Liga,18,183,74,63,79,1100000.0,500.0,0,0,0,0,0,0,,1,47,52,59,63,52,64,45,52,21,14,53,24,43,63,58,64,57,70,https://sofifa.com/player/263851/alex-paulsen/220039/
1220,Carl Rushworth,La Liga,19,188,86,63,79,1100000.0,1000.0,0,0,0,0,0,0,,1,56,54,55,58,52,55,25,58,20,14,44,10,42,64,61,63,62,65,https://sofifa.com/player/263339/carl-rushworth/220039/
1221,Matias Mansilla,La Liga,25,188,80,63,67,525000.0,2000.0,0,0,0,0,0,0,,1,30,17,36,45,36,47,22,63,21,9,28,11,37,59,65,64,69,65,https://sofifa.com/player/263204/matias-mansilla/220039/
1222,Lukas Hornicek,Primeira Liga,18,194,95,63,73,875000.0,500.0,0,0,0,0,0,0,,1,19,28,38,38,28,35,21,61,21,9,21,10,37,68,61,59,66,64,https://sofifa.com/player/258936/lukas-hornicek/220039/
1223,Stefan Drljaca,Bundesliga,22,192,92,63,70,825000.0,700.0,0,0,0,0,0,0,,1,24,42,38,61,30,60,30,78,29,12,38,15,44,65,61,54,59,64,https://sofifa.com/player/258864/stefan-drljaca/220039/
1224,Maxime Delanghe,Eredivisie,20,189,83,63,77,1000000.0,2000.0,0,0,0,0,0,0,,1,25,15,34,52,37,50,17,61,18,6,55,19,38,63,62,63,64,65,https://sofifa.com/player/258763/maxime-delanghe/220039/
1225,Cheikh Kane Sarr,La Liga,21,190,77,63,75,1000000.0,2000.0,0,0,0,0,0,0,,1,24,30,55,61,29,65,29,77,20,9,41,15,34,63,62,60,59,66,https://sofifa.com/player/257992/cheikh-kane-sarr/220039/
1226,Ammar Helac,Admiral Bundesliga,23,190,87,63,67,550000.0,3000.0,0,0,0,0,0,0,,1,26,40,25,38,28,38,22,62,20,6,41,10,33,66,65,58,64,67,https://sofifa.com/player/257304/ammar-helac/220039/
1227,Pepe Bonet,Ligue 1,18,193,94,63,76,975000.0,700.0,0,0,0,0,0,0,,1,15,19,36,58,26,32,22,66,16,7,30,14,30,65,60,58,64,61,https://sofifa.com/player/253497/pepe-bonet/220039/
1228,Carlos Espinoza,Ligue 1,32,183,77,63,63,240000.0,500.0,0,0,0,0,0,0,,1,46,49,54,62,42,57,38,58,41,25,31,21,44,66,57,66,65,60,https://sofifa.com/player/253329/carlos-espinoza/220039/
1229,Joao Pedro Oliveira Goncalves,Primeira Liga,20,188,80,63,73,900000.0,2000.0,0,0,0,0,0,0,,1,28,29,22,58,32,45,20,54,24,12,24,12,36,62,64,57,67,56,https://sofifa.com/player/251995/joao-pedro-oliveira-goncalves/220039/
1230,Denilson Ojeda,Primeira Liga,20,192,80,63,72,900000.0,500.0,0,0,0,0,0,0,,1,31,22,34,61,23,31,22,56,22,11,29,13,30,62,62,61,65,61,https://sofifa.com/player/251771/denilson-ojeda/220039/
1231,Arthur Okonkwo,Premier League,19,196,85,63,79,1100000.0,4000.0,0,0,0,0,0,0,,1,44,44,40,58,31,50,29,50,20,11,30,19,30,62,60,56,64,65,https://sofifa.com/player/246671/arthur-okonkwo/220039/
1232,Rodolfo Amaral Cardoso,Primeira Liga,23,186,82,63,70,825000.0,950.0,0,0,0,0,0,0,,1,21,31,60,61,44,71,24,70,23,10,39,10,32,64,60,57,61,64,https://sofifa.com/player/243610/rodolfo-amaral-cardoso/220039/
1233,Matej Kovar,Premier League,21,192,83,63,74,925000.0,850.0,0,0,0,0,0,0,,1,24,33,31,60,22,40,28,55,25,12,49,15,55,62,61,65,61,62,https://sofifa.com/player/242948/matej-kovar/220039/
1234,Alexander Weidinger,2. Bundesliga,24,197,93,63,66,500000.0,2000.0,0,0,0,0,0,0,,1,22,23,29,54,38,56,21,68,22,12,24,10,25,64,61,63,64,62,https://sofifa.com/player/240218/alexander-weidinger/220039/
1235,Didier Desprez,Pro League,22,190,83,63,74,925000.0,2000.0,0,0,0,0,0,0,,1,20,31,28,62,38,52,19,64,26,11,30,16,41,63,60,59,61,65,https://sofifa.com/player/238997/didier-desprez/220039/
1236,Kristoffer Klaesson,Premier League,20,189,76,63,76,1000000.0,7000.0,0,0,0,0,0,0,,1,35,33,52,59,42,61,24,57,30,11,42,17,43,63,58,61,63,68,https://sofifa.com/player/237935/kristoffer-klaesson/220039/
1237,Kenta Tanno,J-League,35,186,80,63,63,50000.0,1000.0,0,0,0,0,0,0,,1,26,23,29,56,49,65,22,45,19,12,45,15,25,63,67,58,63,58,https://sofifa.com/player/237776/kenta-tanno/220039/
1238,Oscar Lopez Arboleas,La Liga 2,22,180,75,63,73,925000.0,1000.0,0,0,0,0,0,0,,1,34,23,43,54,57,64,28,60,25,14,39,18,35,67,65,59,58,62,https://sofifa.com/player/235071/oscar-lopez-arboleas/220039/
1239,Koki Otani,J2-League,32,186,90,63,63,240000.0,1000.0,0,0,0,0,0,0,,1,43,42,25,49,45,66,33,46,28,16,51,13,49,62,65,70,60,67,https://sofifa.com/player/232365/koki-otani/220039/
1240,Hillel Konate,Ligue 2,26,182,77,63,64,425000.0,1000.0,0,0,0,0,0,0,,1,54,52,55,59,61,70,22,57,20,11,38,26,49,63,61,62,58,66,https://sofifa.com/player/224068/hillel-konate/220039/
1241,Daniel Mesenholer,Eredivisie,25,187,83,63,66,500000.0,800.0,0,0,0,0,0,0,,1,50,48,34,63,50,70,33,63,21,21,15,23,28,63,65,56,61,62,https://sofifa.com/player/222484/daniel-mesenholer/220039/
1242,Anthony Mandrea,Ligue 1,24,186,78,63,69,625000.0,3000.0,0,0,0,0,0,0,,1,41,49,33,58,55,51,28,61,23,19,15,23,51,67,56,57,59,70,https://sofifa.com/player/220833/anthony-mandrea/220039/
1243,Franco Fluckiger,3. Liga,30,195,90,63,63,325000.0,1000.0,0,0,0,0,0,0,,1,40,49,39,49,58,50,33,54,19,17,29,23,25,65,63,59,62,64,https://sofifa.com/player/211835/franco-fluckiger/220039/
1244,Nicolai Flo,Superliga,25,190,91,63,65,450000.0,2000.0,0,0,0,0,0,0,,1,38,41,38,60,36,48,19,57,25,10,51,26,50,64,61,55,62,65,https://sofifa.com/player/211105/nicolai-flo/220039/
1245,Joe Day,Championship,30,190,84,63,63,325000.0,2000.0,0,0,0,0,0,0,,1,54,55,61,53,53,60,35,84,40,17,35,13,50,66,61,58,64,65,https://sofifa.com/player/203034/joe-day/220039/
1246,Yuelei Cheng,Super League,33,188,78,63,63,160000.0,2000.0,0,0,0,0,0,0,,1,23,51,47,67,50,56,27,62,34,12,46,15,60,63,63,57,60,62,https://sofifa.com/player/182451/yuelei-cheng/220039/
1247,Philip Sprint,Regionalliga: Nordost,28,196,98,62,64,350000.0,700.0,990,11,0,0,0,4,,1,37,42,26,51,31,43,40,85,22,29,15,29,24,62,58,73,65,61,https://sofifa.com/player/210022/philip-sprint/220039/
1248,Carlos Moreno,Liga MX,23,190,88,62,70,775000.0,2000.0,92,2,2,0,0,2,7.0,1,35,40,41,45,33,41,25,79,22,12,39,13,26,64,62,58,62,64,https://sofifa.com/player/245359/carlos-moreno/220039/
1249,Puliang Shao,Super League,31,187,83,62,62,210000.0,1000.0,900,17,33,20,0,2,7.0,1,31,35,37,65,62,50,21,36,14,18,46,14,58,58,62,63,63,59,https://sofifa.com/player/221844/puliang-shao/220039/
1250,Daniel Strindholm,Tercera - Group 9,19,190,80,62,77,825000.0,550.0,90,1,0,0,0,1,,1,22,25,50,54,46,67,16,51,25,6,54,17,28,63,60,61,61,64,https://sofifa.com/player/258492/daniel-strindholm/220039/
1251,Marino Arzamendia,Division 1,23,190,87,62,69,675000.0,500.0,90,1,0,0,0,0,,1,30,28,33,66,26,39,18,34,23,16,46,8,44,61,60,55,61,62,https://sofifa.com/player/254760/marino-arzamendia/220039/
1252,Lukas Watkowiak,Super League,25,197,105,62,67,475000.0,2000.0,90,1,3,1,0,0,7.0,1,20,23,18,54,19,27,26,80,32,6,32,15,21,59,59,57,63,66,https://sofifa.com/player/239746/lukas-watkowiak/220039/
1253,Hirotsugu Nakabayashi,J-League,35,182,73,62,62,45000.0,1000.0,90,1,0,0,0,2,,1,20,26,23,50,46,57,45,45,26,16,65,12,33,63,59,66,62,64,https://sofifa.com/player/237426/hirotsugu-nakabayashi/220039/
1254,Davor Blazevic,Allsvenskan,28,190,88,62,64,350000.0,950.0,90,1,1,1,0,0,6.0,1,24,29,51,60,59,60,42,67,20,12,14,16,41,63,57,55,60,66,https://sofifa.com/player/202079/davor-blazevic/220039/
